epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
32,2.8690631206219015,1.1478385145759582,75.28800013671875,92.67799999023437,0.0007472670160550848
33,2.914958953857422,1.13051451171875,75.49200003173829,92.74000009277344,0.0007330314893841101
34,2.8671905535918016,1.1266829148483277,75.54400000732421,92.78199999023437,0.0007185729670371604
35,2.8467599061819224,1.1320066677474976,75.63999995117187,92.85599999023438,0.0007039090644965511
36,2.8475680076158962,1.1183019680404662,75.76800003173828,92.86600001464844,0.0006890576474687264
37,2.8618553143281202,1.0992574956893921,75.86200005859375,93.02400009277343,0.0006740368101176496
38,2.933411873303927,1.095582285118103,75.90599995361328,92.93200001464844,0.0006588648530198505
39,2.8509155695254984,1.0992843699264527,76.04000008300781,93.02800001464844,0.0006435602608679918
40,2.8325380086898804,1.0915879406166076,76.12000000488281,93.04200006591797,0.0006281416799501188
41,2.8559323732669535,1.0861716020965577,76.28000005615235,93.16199991210938,0.0006126278954320296
42,2.8578663881008444,1.0762768228149413,76.42800013183594,93.24200001464844,0.0005970378084704442
43,2.848351634465731,1.0717185409927368,76.3860000805664,93.3159999633789,0.0005813904131848564
44,2.841667422881493,1.0662571644210816,76.38400010498047,93.3340001171875,0.0005657047735161255
45,2.820718911977915,1.053108604068756,76.54399995117187,93.3920000390625,0.00055
46,2.89305212864509,1.0397898268127441,76.68600000488281,93.48200001464843,0.0005342952264838747
47,2.8746741918417125,1.0376559582901002,76.79400010742188,93.46000016845703,0.0005186095868151436
48,2.8924707082601695,1.037373648300171,76.80999998046875,93.56400009033203,0.000502962191529556
49,2.8799929527135997,1.0416948860549926,76.89000008056641,93.51800009033204,0.00048737210456797057
50,2.8353736584003153,1.0334147374725342,76.98199989990235,93.50600009033204,0.00047185832004988137
51,2.8878108904911923,1.0345545423126221,77.02199994873047,93.5380001171875,0.00045643973913200836
52,2.8393002381691566,1.0427546601104736,76.99200020751952,93.50400001220703,0.00044113514698014946
53,2.888583403367263,1.0348859108734132,76.970000078125,93.62400009033203,0.00042596318988235036
54,2.828940620789161,1.025914368057251,77.03800015625,93.6980000390625,0.0004109423525312737
55,2.821471700301537,1.0240588124084473,77.03999984863282,93.69600001220704,0.0003960909355034491
56,2.9267633236371555,1.0235611852264404,77.07600002929688,93.69200006347656,0.00038142703296283954
57,2.928070902824402,1.025713460712433,77.09799989990235,93.70400014160157,0.00036696851061588997
58,2.8917876115212073,1.0146581553840637,77.22999994873047,93.80400009033202,0.0003527329839449151
59,2.8351775957987857,1.0096170846557617,77.19000005615234,93.79800011474609,0.00033873779674634927
60,2.854680437308091,1.00479126871109,77.29599995117188,93.79200011474609,0.0003250000000000001
61,2.8219391657755923,1.0074257026290894,77.3260000805664,93.74600006347656,0.00031153633109505784
62,2.8720235916284413,1.0015181976509093,77.23000010742187,93.75400006347657,0.000298363193438164
63,2.8368897438049316,0.9998983979415893,77.24000005615234,93.8500001147461,0.00028549663646838715
64,2.874320204441364,0.9957221198654175,77.33600002929687,93.80799998535156,0.00027295233610345374
65,2.8544448155623217,0.9943278611373901,77.39999989746094,93.83599998535156,0.0002607455756410573
66,2.8970909210351796,0.9918060815429688,77.35399997558594,93.8540001147461,0.0002488912271385138
67,2.8763317603331346,0.9885627507400513,77.47000005615234,93.84399993408203,0.00023740373329345131
68,2.860681006541619,0.984335590877533,77.50799995361328,93.86400006347657,0.00022629708984760698
69,2.866606776530926,0.9816046545600892,77.54399995117187,93.8719998828125,0.0002155848285351727
70,2.8806284024165225,0.9808629314422608,77.49800010498046,93.8280000390625,0.00020528000059645996
71,2.8533795521809506,0.9780995016860962,77.47800013427734,93.84799998779297,0.00019539516087697516
72,2.885182628264794,0.9768241552352905,77.46800005615235,93.90800014160156,0.00018594235253127368
73,2.8694058564993052,0.9769920160293579,77.50000003173828,93.9360000390625,0.00017693309235023127
74,2.894766624157245,0.9766599123001098,77.46999998046876,93.9360000390625,0.00016837835672960832
75,2.840389948624831,0.9746238068771362,77.55200000732422,93.94600009033203,0.00016028856829700258
76,2.915623527306777,0.9753961480903626,77.57800013427735,93.94600006591797,0.00015267358321348297
77,2.9115561613669763,0.9768781432723999,77.63000005859375,93.9279999609375,0.00014554267916537484
78,2.8163624635109534,0.9768274321365357,77.51999998046875,93.9280000390625,0.00013890454406082967
79,2.8808753307049093,0.9705211586761474,77.55400003173828,93.9259999609375,0.0001327672654449457
80,2.872648138266343,0.970447989025116,77.64000002929687,93.92400001220703,0.00012713832064634127
81,2.863698885991023,0.9682350683784485,77.5760000024414,93.9179999609375,0.00012202456766718092
82,2.926633413021381,0.9647708542633057,77.62600005615235,93.93399985839844,0.0001174322368277566
83,2.9339199708058286,0.966583411102295,77.62799995117187,93.96200001220703,0.00011336692317580159
84,2.8289844806377706,0.9656718967819213,77.72799989746093,93.98400009033203,0.00010983357966978745
85,2.9242661457795363,0.9642465318870544,77.72200005371094,93.97200006347656,0.00010683651114450639
86,2.868513960104722,0.965817853012085,77.73999997802734,94.0079999609375,0.0001043793690662934
87,2.9200204885922947,0.9648865615272522,77.68999987548828,93.97600009033204,0.00010246514708427702
88,2.856950512299171,0.9644275926017761,77.61399997802734,93.96999998779297,0.00010109617738307911
89,2.872194583599384,0.9642407555007935,77.73200008056641,93.9319999609375,0.00010027412784140692
